1 1 0 1 0 0 1,g3_2,0.0007960796356201172,0.0019524097442626953,0.03470433619923482,0.05037739828045911,0.006540867239846964,0.00967547965609182,3,3,True,False
1 1 0 1 0,g3_2,0.0009770393371582031,0.0032677650451660156,0.03470433619923518,0.05037739828045899,0.006540867239846994,0.009675479656091826,3,3,True,False
0 1 1 0 1 0 0,g3_2,0.000690460205078125,0.0017180442810058594,0.023999999999999994,0.036,0.007999999999999998,0.011999999999999999,3,3,True,False
0 1,g3_2,0.0009369850158691406,0.003237009048461914,0.034704336199235075,0.05037739828045924,0.006540867239847049,0.009675479656091866,3,3,True,False
0 1 0 0 1 1,g3_2,0.0010519027709960938,0.003231048583984375,0.03470433619923482,0.05037739828045911,0.006540867239846963,0.009675479656091822,3,3,True,False
1 0 0 1 0 1 1,g3_2,0.0009667873382568359,0.0032482147216796875,0.034704336199234576,0.05037739828045908,0.0065408672398469345,0.009675479656091833,3,3,True,False
1 0 0 1 0 1 1,g3_2,0.0009701251983642578,0.003494739532470703,0.03470433619923459,0.05037739828045909,0.006540867239846938,0.009675479656091834,3,3,True,False
1 0 0 1 0 0,g3_2,0.0009362697601318359,0.003204822540283203,0.03470433619923459,0.05037739828045909,0.006540867239846938,0.009675479656091836,3,3,True,False
1 0,g3_2,0.0009288787841796875,0.002422809600830078,0.034704336199235075,0.05037739828045924,0.006540867239847049,0.009675479656091866,2,1,True,False
0 1 1 1 0 1,g3_2,0.000629425048828125,0.0021619796752929688,0.034704336199235075,0.050377398280459236,0.006540867239847049,0.009675479656091862,2,3,True,False
0 1 0 1 1,g3_2,0.0002961158752441406,0.000644683837890625,0.011999999999999997,0.011999999999999997,0.003999999999999999,0.003999999999999999,3,3,True,True
0 1 0 0 1 0 0,g3_2,0.0006012916564941406,0.002141714096069336,0.034704336199234756,0.05037739828045952,0.0065408672398469606,0.009675479656091881,3,3,True,False
0 1 0 1 1,g3_2,0.0008094310760498047,0.0024819374084472656,0.034704336199234465,0.050377398280458965,0.006540867239846896,0.009675479656091793,2,3,True,False
1 1 0 1,g3_2,0.0006520748138427734,0.0023322105407714844,0.03470433619923478,0.05037739828045903,0.006540867239846949,0.009675479656091794,2,3,True,False
0 1 0 0 1 1 0,g3_2,0.0007338523864746094,0.0022339820861816406,0.03470433619923518,0.05037739828045899,0.006540867239846995,0.009675479656091826,3,3,True,False
